cpu_demand_mips,ram_demand_mb,size_mbits,cpu_cycles,static_priority,cpu_norm,ram_norm,size_norm,cpu_ram_ratio,compute_density,load_score,task_type,task_type_name
2146.37,637.02,3.0436,903947207.85,1.0,0.573185,0.372092,0.347864,3.3694,297000000.0,0.492747,2,BALANCED
1146.3,643.89,4.7786,1419242902.69,0.0,0.073149,0.378799,0.926199,1.7803,297000000.0,0.195409,2,BALANCED
2521.12,495.91,4.2036,1248465883.47,0.0,0.760559,0.234291,0.73453,5.0838,297000000.0,0.550051,0,CPU_INTENSIVE
1118.78,660.29,2.3938,710947124.6,0.0,0.059391,0.394814,0.131254,1.6944,297000000.0,0.19356,2,BALANCED
2680.59,550.37,3.8358,1139222771.77,0.0,0.840294,0.287469,0.611922,4.8705,297000000.0,0.619164,0,CPU_INTENSIVE
1308.45,920.99,4.2803,1271255019.19,0.0,0.154226,0.649407,0.760107,1.4207,297000000.0,0.352299,2,BALANCED
1298.44,780.88,2.0717,615294327.26,1.0,0.149221,0.512579,0.023899,1.6628,297000000.0,0.294564,2,BALANCED
1162.1,314.56,3.0013,891388490.01,0.0,0.081051,0.057191,0.333769,3.6943,297000000.0,0.071507,2,BALANCED
2395.74,593.8,2.4212,719092661.52,0.0,0.69787,0.32988,0.140396,4.0346,297000000.0,0.550674,0,CPU_INTENSIVE
2750.95,383.21,3.0883,917235821.67,1.0,0.875476,0.124226,0.362779,7.1788,297000000.0,0.574976,0,CPU_INTENSIVE
2918.22,620.52,2.2944,681422627.38,0.0,0.959111,0.355978,0.098117,4.7029,297000000.0,0.717858,0,CPU_INTENSIVE
2423.44,502.82,2.9644,880422509.17,0.0,0.711718,0.241034,0.321462,4.8197,297000000.0,0.523444,0,CPU_INTENSIVE
1535.4,551.82,4.4048,1308217039.29,0.0,0.2677,0.288888,0.80159,2.7824,297000000.0,0.276175,2,BALANCED
2385.26,959.26,3.5656,1058996800.22,0.0,0.692629,0.686774,0.521882,2.4866,297000000.0,0.690287,0,CPU_INTENSIVE
2441.09,375.16,2.4232,719693820.14,1.0,0.720545,0.116368,0.141071,6.5068,297000000.0,0.478874,0,CPU_INTENSIVE
2465.44,861.74,3.3505,995092898.02,0.0,0.732718,0.591541,0.45016,2.861,297000000.0,0.676247,0,CPU_INTENSIVE
2655.12,380.6,3.1497,935470653.79,0.0,0.827559,0.12168,0.383244,6.9761,297000000.0,0.545208,0,CPU_INTENSIVE
2315.68,701.59,2.673,793888017.78,0.0,0.657839,0.435147,0.224341,3.3006,297000000.0,0.568762,0,CPU_INTENSIVE
1815.84,1154.9,4.3335,1287046957.71,0.0,0.407919,0.877835,0.77783,1.5723,297000000.0,0.595886,1,MEM_INTENSIVE
1033.84,744.85,2.7783,825155539.69,1.0,0.016922,0.477391,0.259434,1.388,297000000.0,0.20111,2,BALANCED
1539.68,654.66,3.2321,959937812.99,0.0,0.26984,0.389314,0.410705,2.3519,297000000.0,0.31763,2,BALANCED
1600.73,535.32,3.0818,915301908.56,0.0,0.300365,0.272777,0.360608,2.9902,297000000.0,0.28933,2,BALANCED
1000.34,1020.85,3.0169,896021158.03,0.0,0.000171,0.746928,0.338969,0.9799,297000000.0,0.298874,1,MEM_INTENSIVE
2523.04,779.1,3.9415,1170611762.44,0.0,0.761522,0.510835,0.647151,3.2384,297000000.0,0.661247,0,CPU_INTENSIVE
1059.73,613.92,4.7806,1419827055.94,0.0,0.029866,0.349529,0.926854,1.7262,297000000.0,0.157731,2,BALANCED
2233.66,490.81,2.9916,888504936.79,0.0,0.616828,0.229303,0.330533,4.551,297000000.0,0.461818,2,BALANCED
2396.54,548.51,2.3967,711830742.11,0.0,0.698271,0.28565,0.132246,4.3692,297000000.0,0.533223,0,CPU_INTENSIVE
2152.45,1242.56,3.2195,956183638.82,0.0,0.576225,0.963438,0.406491,1.7323,297000000.0,0.73111,1,MEM_INTENSIVE
1581.51,749.45,2.9682,881552111.44,1.0,0.290756,0.48188,0.32273,2.1102,297000000.0,0.367206,2,BALANCED
1624.26,480.14,4.4462,1320508031.68,1.0,0.312129,0.218886,0.815385,3.3829,297000000.0,0.274832,2,BALANCED
1917.74,944.88,2.4477,726961143.6,0.0,0.458872,0.672738,0.149227,2.0296,297000000.0,0.544418,1,MEM_INTENSIVE
2694.37,854.1,3.4472,1023806317.12,0.0,0.847187,0.584081,0.482386,3.1546,297000000.0,0.741944,0,CPU_INTENSIVE
2894.5,1096.69,3.2252,957892818.7,0.0,0.947252,0.820985,0.408409,2.6393,297000000.0,0.896745,0,CPU_INTENSIVE
2053.28,566.59,3.306,981870234.9,0.0,0.526642,0.303309,0.43532,3.6239,297000000.0,0.437308,2,BALANCED
1600.96,1166.91,4.9743,1477363523.41,0.0,0.30048,0.889557,0.991429,1.372,297000000.0,0.536111,1,MEM_INTENSIVE
1245.48,1236.15,2.5132,746419057.27,0.0,0.122738,0.957174,0.171065,1.0075,297000000.0,0.456513,1,MEM_INTENSIVE
1078.23,497.22,2.7805,825798382.13,1.0,0.039113,0.235565,0.260155,2.1685,297000000.0,0.117694,2,BALANCED
2838.61,435.52,2.5209,748712317.0,0.0,0.919304,0.17531,0.173639,6.5178,297000000.0,0.621706,0,CPU_INTENSIVE
2904.63,654.63,4.3194,1282857632.63,1.0,0.952317,0.389284,0.773129,4.4371,297000000.0,0.727104,0,CPU_INTENSIVE
2648.13,996.76,4.6898,1392884545.8,0.0,0.824064,0.723397,0.896616,2.6567,297000000.0,0.783797,0,CPU_INTENSIVE
2882.67,655.21,4.1976,1246685517.25,0.0,0.941337,0.389857,0.732531,4.3996,297000000.0,0.720745,0,CPU_INTENSIVE
1537.22,1198.67,4.3375,1288246520.96,0.0,0.268608,0.92058,0.779177,1.2824,297000000.0,0.529397,1,MEM_INTENSIVE
1725.18,1117.44,2.9449,874644026.42,0.0,0.362591,0.841255,0.314976,1.5439,297000000.0,0.554057,1,MEM_INTENSIVE
1047.89,890.05,2.3367,694005404.61,0.0,0.023947,0.619188,0.11224,1.1773,297000000.0,0.262043,2,BALANCED
1727.38,1147.54,4.6181,1371577937.22,0.0,0.363688,0.870641,0.872703,1.5053,297000000.0,0.566469,1,MEM_INTENSIVE
2619.96,953.48,3.2797,974071133.43,0.0,0.809982,0.681137,0.426567,2.7478,297000000.0,0.758444,0,CPU_INTENSIVE
1420.61,320.73,3.5521,1054967197.42,0.0,0.210305,0.063208,0.517359,4.4294,297000000.0,0.151466,2,BALANCED
1888.04,1229.41,2.0411,606197894.48,0.0,0.444019,0.950597,0.01369,1.5357,297000000.0,0.64665,1,MEM_INTENSIVE
2601.64,1032.96,3.5747,1061699543.33,1.0,0.800821,0.758752,0.524915,2.5186,297000000.0,0.783994,0,CPU_INTENSIVE
2725.76,1018.46,4.4985,1336043702.01,1.0,0.862879,0.744595,0.832821,2.6763,297000000.0,0.815565,0,CPU_INTENSIVE
2108.75,681.94,3.919,1163947248.8,0.0,0.554375,0.415959,0.639671,3.0923,297000000.0,0.499009,2,BALANCED
1347.43,434.22,2.1308,632853726.46,1.0,0.173715,0.174038,0.043607,3.1031,297000000.0,0.173845,2,BALANCED
1480.35,330.26,3.0671,910920640.82,0.0,0.240173,0.072519,0.355691,4.4824,297000000.0,0.173111,2,BALANCED
2586.15,610.12,2.2515,668687984.08,0.0,0.793073,0.345816,0.083825,4.2388,297000000.0,0.61417,0,CPU_INTENSIVE
1782.37,513.46,3.4121,1013385659.12,0.0,0.391184,0.251428,0.470691,3.4713,297000000.0,0.335281,2,BALANCED
1745.28,1238.48,2.7595,819573721.27,1.0,0.37264,0.959453,0.253169,1.4092,297000000.0,0.607365,1,MEM_INTENSIVE
1314.36,1048.35,3.6128,1073013286.76,0.0,0.157179,0.773782,0.537613,1.2537,297000000.0,0.40382,1,MEM_INTENSIVE
2935.42,772.95,2.3511,698265612.05,0.0,0.967708,0.504837,0.117021,3.7977,297000000.0,0.78256,0,CPU_INTENSIVE
1415.7,851.49,4.5631,1355251480.03,0.0,0.207851,0.581538,0.854379,1.6626,297000000.0,0.357326,2,BALANCED
1628.57,845.36,2.3809,707113600.53,0.0,0.314285,0.575547,0.126951,1.9265,297000000.0,0.41879,2,BALANCED
2008.29,516.25,2.1178,628978986.28,0.0,0.504143,0.254151,0.039258,3.8901,297000000.0,0.404146,2,BALANCED
1802.49,655.98,4.9904,1482160201.15,1.0,0.401247,0.39061,0.996813,2.7478,297000000.0,0.396993,2,BALANCED
1308.35,1153.29,2.3908,710063138.22,0.0,0.154176,0.876262,0.130262,1.1344,297000000.0,0.44301,1,MEM_INTENSIVE
2343.92,796.84,2.8352,842055007.24,0.0,0.671961,0.528163,0.278401,2.9415,297000000.0,0.614442,0,CPU_INTENSIVE
2651.91,314.88,4.3056,1278776808.84,0.0,0.825955,0.057505,0.768549,8.4218,297000000.0,0.518575,0,CPU_INTENSIVE
2411.93,311.81,4.228,1255705534.04,0.0,0.705967,0.054505,0.742655,7.7352,297000000.0,0.445382,0,CPU_INTENSIVE
1026.19,1169.7,2.3966,711786480.37,0.0,0.013094,0.892283,0.132196,0.8773,297000000.0,0.36477,1,MEM_INTENSIVE
1141.54,499.76,4.0707,1209005792.47,1.0,0.070771,0.238049,0.690242,2.2842,297000000.0,0.137682,2,BALANCED
1369.94,267.44,4.4794,1330393747.54,1.0,0.184968,0.011172,0.82648,5.1224,297000000.0,0.115449,2,BALANCED
2265.15,852.28,3.5337,1049515072.15,0.0,0.632573,0.582307,0.51124,2.6577,297000000.0,0.612467,2,BALANCED
1599.13,1235.91,4.3561,1293754223.38,0.0,0.299563,0.956948,0.785358,1.2939,297000000.0,0.562517,1,MEM_INTENSIVE
2467.8,1104.91,4.8925,1453080300.89,0.0,0.733898,0.829009,0.964175,2.2335,297000000.0,0.771942,0,CPU_INTENSIVE
2813.79,300.11,2.3236,690114072.5,0.0,0.906896,0.043074,0.107872,9.3759,297000000.0,0.561367,0,CPU_INTENSIVE
1907.95,704.73,3.6116,1072637761.73,0.0,0.453973,0.438213,0.537192,2.7073,297000000.0,0.447669,2,BALANCED
2741.13,610.21,2.9487,875770691.52,0.0,0.870565,0.345913,0.316241,4.4921,297000000.0,0.660704,0,CPU_INTENSIVE
2296.95,1105.76,2.9278,869566811.11,1.0,0.648477,0.829847,0.309278,2.0773,297000000.0,0.721025,1,MEM_INTENSIVE
2888.13,301.29,4.04,1199891532.53,0.0,0.944064,0.044225,0.680013,9.586,297000000.0,0.584128,0,CPU_INTENSIVE
1847.07,1114.15,3.2587,967845323.58,1.0,0.423533,0.838033,0.419579,1.6578,297000000.0,0.589333,1,MEM_INTENSIVE
2508.87,276.7,2.8242,838787092.69,0.0,0.754435,0.020212,0.274733,9.0672,297000000.0,0.460746,0,CPU_INTENSIVE
1875.53,891.11,3.144,933780794.21,0.0,0.437764,0.620228,0.381348,2.1047,297000000.0,0.51075,2,BALANCED
1697.31,1164.56,2.0519,609411191.38,0.0,0.348657,0.88727,0.017297,1.4575,297000000.0,0.564103,1,MEM_INTENSIVE
1716.44,629.64,4.1777,1240770527.61,0.0,0.358222,0.364883,0.725893,2.7261,297000000.0,0.360886,2,BALANCED
2233.29,1181.32,4.5386,1347962460.35,0.0,0.616645,0.903631,0.846198,1.8905,297000000.0,0.731439,1,MEM_INTENSIVE
2433.3,657.85,4.3281,1285455343.74,1.0,0.716652,0.392435,0.776044,3.6989,297000000.0,0.586965,0,CPU_INTENSIVE
1091.26,809.71,2.646,785866768.16,0.0,0.045632,0.540733,0.215339,1.3477,297000000.0,0.243672,2,BALANCED
1202.65,264.7,4.0271,1196051684.62,0.0,0.101324,0.008495,0.675703,4.5435,297000000.0,0.064192,2,BALANCED
2904.03,509.43,2.3698,703821200.69,1.0,0.952015,0.247486,0.123256,5.7006,297000000.0,0.670203,0,CPU_INTENSIVE
1888.49,359.24,4.3269,1285098303.55,1.0,0.444247,0.100817,0.775643,5.257,297000000.0,0.306875,2,BALANCED
2841.51,809.83,4.0891,1214467406.51,1.0,0.920755,0.540854,0.696372,3.5088,297000000.0,0.768794,0,CPU_INTENSIVE
1179.01,618.17,3.5613,1057707174.49,0.0,0.089505,0.353684,0.520435,1.9073,297000000.0,0.195177,2,BALANCED
1659.58,535.21,4.9442,1468436793.21,1.0,0.329788,0.272662,0.981411,3.1008,297000000.0,0.306938,2,BALANCED
1275.85,624.09,2.9116,864749341.11,0.0,0.137925,0.35946,0.303871,2.0443,297000000.0,0.226539,2,BALANCED
2247.43,873.62,4.0949,1216176287.9,1.0,0.623714,0.603148,0.69829,2.5725,297000000.0,0.615487,2,BALANCED
1091.89,1065.79,2.6515,787483001.89,0.0,0.045944,0.79081,0.217153,1.0245,297000000.0,0.343891,1,MEM_INTENSIVE
1911.36,989.5,2.4908,739753727.19,0.0,0.45568,0.716306,0.163584,1.9316,297000000.0,0.55993,1,MEM_INTENSIVE
1643.05,1262.25,2.8562,848302593.62,0.0,0.321527,0.982663,0.285413,1.3017,297000000.0,0.585981,1,MEM_INTENSIVE
1753.34,1112.67,3.3872,1006004273.85,0.0,0.376669,0.836588,0.462407,1.5758,297000000.0,0.560637,1,MEM_INTENSIVE
2507.88,856.09,2.75,816741027.33,1.0,0.753939,0.586029,0.24999,2.9294,297000000.0,0.686775,0,CPU_INTENSIVE
2982.84,1203.6,2.4153,717330785.27,1.0,0.991422,0.925388,0.138418,2.4783,297000000.0,0.965008,0,CPU_INTENSIVE
1213.63,462.17,2.8707,852601682.19,0.0,0.106814,0.201338,0.290238,2.6259,297000000.0,0.144624,2,BALANCED
1190.36,1159.29,4.9158,1459989747.1,1.0,0.095182,0.882121,0.97193,1.0268,297000000.0,0.409958,1,MEM_INTENSIVE
1912.47,798.03,2.6171,777269195.58,0.0,0.456234,0.529328,0.205689,2.3965,297000000.0,0.485472,2,BALANCED
2160.0,370.87,4.6879,1392320240.55,0.0,0.579999,0.112177,0.895982,5.8241,297000000.0,0.39287,2,BALANCED
1312.49,1261.42,2.3087,685691916.34,1.0,0.156247,0.981854,0.102909,1.0405,297000000.0,0.48649,1,MEM_INTENSIVE
1475.11,582.93,3.3014,980518175.54,0.0,0.237553,0.319265,0.433803,2.5305,297000000.0,0.270238,2,BALANCED
1731.43,828.76,2.0174,599177980.24,0.0,0.365713,0.559334,0.005811,2.0892,297000000.0,0.443161,2,BALANCED
2889.94,1049.44,4.2224,1254053307.08,0.0,0.944969,0.774847,0.740801,2.7538,297000000.0,0.87692,0,CPU_INTENSIVE
1976.35,1120.79,4.6405,1378218701.76,0.0,0.488176,0.844524,0.880156,1.7634,297000000.0,0.630715,1,MEM_INTENSIVE
1913.08,330.92,2.3581,700343797.92,1.0,0.456541,0.073165,0.119353,5.7811,297000000.0,0.303191,2,BALANCED
1718.4,279.95,3.3051,981604415.54,0.0,0.3592,0.023384,0.435022,6.1383,297000000.0,0.224873,2,BALANCED
2191.76,824.62,2.6785,795518236.99,0.0,0.59588,0.555298,0.226171,2.6579,297000000.0,0.579647,2,BALANCED
2959.67,711.29,4.6235,1373172092.53,0.0,0.979836,0.444618,0.874492,4.161,297000000.0,0.765749,0,CPU_INTENSIVE
2246.09,749.4,4.0659,1207562626.44,0.0,0.623044,0.481839,0.688622,2.9972,297000000.0,0.566562,2,BALANCED
1881.8,1031.58,4.6476,1380342828.03,0.0,0.440901,0.757399,0.88254,1.8242,297000000.0,0.5675,1,MEM_INTENSIVE
1049.11,256.19,4.6489,1380717071.89,0.0,0.024556,0.00019,0.88296,4.095,297000000.0,0.014809,2,BALANCED
2916.26,555.5,4.3639,1296079713.17,0.0,0.958132,0.292482,0.787968,5.2498,297000000.0,0.691872,0,CPU_INTENSIVE
2714.65,964.64,2.4149,717232421.24,0.0,0.857326,0.692028,0.138308,2.8142,297000000.0,0.791207,0,CPU_INTENSIVE
2208.97,597.68,2.6258,779874621.13,0.0,0.604484,0.333672,0.208613,3.6959,297000000.0,0.496159,2,BALANCED
1283.89,688.33,3.8684,1148913483.73,0.0,0.141946,0.422198,0.622799,1.8652,297000000.0,0.254047,2,BALANCED
2341.95,568.2,2.182,648049783.49,0.0,0.670976,0.304878,0.060662,4.1217,297000000.0,0.524537,0,CPU_INTENSIVE
1585.57,1094.74,3.1298,929536838.08,1.0,0.292787,0.819079,0.376585,1.4484,297000000.0,0.503304,1,MEM_INTENSIVE
2739.95,274.49,2.009,596681371.42,0.0,0.869977,0.018054,0.003009,9.9821,297000000.0,0.529208,0,CPU_INTENSIVE
1138.44,437.35,4.9559,1471888562.67,0.0,0.06922,0.177102,0.985285,2.603,297000000.0,0.112373,2,BALANCED
2528.08,942.89,2.1434,636603565.08,0.0,0.764038,0.670793,0.047815,2.6812,297000000.0,0.72674,0,CPU_INTENSIVE
1942.38,356.68,2.9023,861969150.93,0.0,0.471188,0.09832,0.300751,5.4457,297000000.0,0.322041,2,BALANCED
1027.39,514.48,3.0078,893307953.2,0.0,0.013695,0.252419,0.335924,1.997,297000000.0,0.109185,2,BALANCED
1003.96,835.01,2.5929,770091636.38,0.0,0.001982,0.565443,0.197634,1.2023,297000000.0,0.227366,2,BALANCED
1478.3,668.38,3.8709,1149654507.53,0.0,0.23915,0.402718,0.62363,2.2118,297000000.0,0.304578,2,BALANCED
1061.19,803.92,4.4499,1321627727.37,1.0,0.030596,0.535075,0.816642,1.32,297000000.0,0.232387,2,BALANCED
2063.98,714.36,4.5498,1351292002.94,0.0,0.531989,0.447615,0.849935,2.8893,297000000.0,0.498239,2,BALANCED
2887.68,924.09,3.6841,1094192450.25,1.0,0.943841,0.652428,0.561383,3.1249,297000000.0,0.827276,0,CPU_INTENSIVE
2193.05,390.4,3.2487,964873489.06,1.0,0.596526,0.131246,0.416244,5.6175,297000000.0,0.410414,2,BALANCED
2340.55,1038.33,4.7859,1421408309.61,1.0,0.670277,0.763996,0.928629,2.2541,297000000.0,0.707764,0,CPU_INTENSIVE
2769.5,1122.25,4.5873,1362426533.28,0.0,0.884751,0.845951,0.862432,2.4678,297000000.0,0.869231,0,CPU_INTENSIVE
1535.44,1154.94,3.7986,1128197679.69,0.0,0.267721,0.877872,0.599548,1.3295,297000000.0,0.511782,1,MEM_INTENSIVE
1410.51,417.19,2.8306,840674806.85,0.0,0.205257,0.157411,0.276852,3.381,297000000.0,0.186119,2,BALANCED
1833.25,1164.91,2.0391,605599486.31,1.0,0.416625,0.887608,0.013019,1.5737,297000000.0,0.605018,1,MEM_INTENSIVE
1650.82,427.76,3.2203,956414799.03,0.0,0.32541,0.167732,0.406751,3.8592,297000000.0,0.262339,2,BALANCED
2986.84,462.92,2.7979,830983399.41,0.0,0.993418,0.202075,0.265975,6.4521,297000000.0,0.676881,0,CPU_INTENSIVE
1544.1,976.64,3.7505,1113888742.02,0.0,0.27205,0.70375,0.583489,1.581,297000000.0,0.44473,1,MEM_INTENSIVE
1066.67,1259.26,4.8928,1453147346.59,1.0,0.033337,0.979747,0.964251,0.8471,297000000.0,0.411901,1,MEM_INTENSIVE
1999.02,667.06,2.7625,820459367.72,0.0,0.499509,0.401426,0.254163,2.9968,297000000.0,0.460276,2,BALANCED
1349.2,525.88,2.0247,601326669.49,0.0,0.1746,0.263554,0.008223,2.5656,297000000.0,0.210182,2,BALANCED
2721.6,892.84,3.9548,1174582038.36,1.0,0.860799,0.621913,0.651607,3.0483,297000000.0,0.765244,0,CPU_INTENSIVE
2429.61,674.82,3.4211,1016077804.42,0.0,0.714807,0.409004,0.473712,3.6004,297000000.0,0.592486,0,CPU_INTENSIVE
2950.73,1022.14,4.0518,1203379037.04,0.0,0.975364,0.748183,0.683927,2.8868,297000000.0,0.884492,0,CPU_INTENSIVE
1068.9,807.61,3.9826,1182845176.27,0.0,0.034451,0.538685,0.660881,1.3235,297000000.0,0.236144,2,BALANCED
2215.76,563.58,2.6631,790938978.9,1.0,0.607881,0.300367,0.221031,3.9316,297000000.0,0.484875,2,BALANCED
2405.66,1250.08,3.5751,1061795016.15,0.0,0.702831,0.970786,0.525022,1.9244,297000000.0,0.810013,0,CPU_INTENSIVE
2385.21,421.32,2.5754,764895064.2,1.0,0.692603,0.161442,0.191801,5.6613,297000000.0,0.480138,0,CPU_INTENSIVE
2865.68,271.95,3.6235,1076181376.75,0.0,0.932842,0.01558,0.541169,10.5374,297000000.0,0.565937,0,CPU_INTENSIVE
2318.7,481.78,4.8835,1450403200.37,0.0,0.65935,0.220492,0.961171,4.8127,297000000.0,0.483807,0,CPU_INTENSIVE
2851.85,859.34,3.2434,963284839.18,0.0,0.925927,0.5892,0.414461,3.3187,297000000.0,0.791236,0,CPU_INTENSIVE
2106.13,397.91,4.1135,1221699876.9,0.0,0.553065,0.138583,0.704489,5.293,297000000.0,0.387272,2,BALANCED
2131.29,1011.86,3.9604,1176250847.14,0.0,0.565645,0.738146,0.65348,2.1063,297000000.0,0.634645,1,MEM_INTENSIVE
1636.98,512.84,3.7254,1106454578.53,1.0,0.318489,0.250819,0.575145,3.192,297000000.0,0.291421,2,BALANCED
1240.84,1057.48,2.6274,780336827.78,1.0,0.120418,0.782697,0.209132,1.1734,297000000.0,0.38533,1,MEM_INTENSIVE
2698.0,974.98,4.2985,1276645856.45,0.0,0.849001,0.702128,0.766157,2.7672,297000000.0,0.790252,0,CPU_INTENSIVE
2234.87,1210.57,2.8481,845883260.84,1.0,0.617436,0.932194,0.282697,1.8461,297000000.0,0.743339,1,MEM_INTENSIVE
1341.76,1175.01,2.8446,844844194.23,0.0,0.170878,0.897466,0.281531,1.1419,297000000.0,0.461513,1,MEM_INTENSIVE
2069.14,1239.05,2.9044,862617802.64,0.0,0.534569,0.960014,0.301479,1.6699,297000000.0,0.704747,1,MEM_INTENSIVE
2916.25,462.18,3.7937,1126715803.91,1.0,0.958124,0.201345,0.597885,6.3098,297000000.0,0.655413,0,CPU_INTENSIVE
1525.95,326.88,2.9905,888166098.17,1.0,0.262975,0.069215,0.330153,4.6683,297000000.0,0.185471,2,BALANCED
2596.83,730.52,3.215,954855190.46,0.0,0.798416,0.463395,0.405,3.5548,297000000.0,0.664408,0,CPU_INTENSIVE
2894.4,564.78,2.2003,653475183.18,1.0,0.947199,0.301543,0.066751,5.1248,297000000.0,0.688937,0,CPU_INTENSIVE
2714.43,1122.16,3.4261,1017550577.56,1.0,0.857215,0.845855,0.475365,2.4189,297000000.0,0.852671,0,CPU_INTENSIVE
2052.98,940.46,2.9967,890022712.7,1.0,0.526489,0.668422,0.332236,2.1829,297000000.0,0.583262,1,MEM_INTENSIVE
1643.88,963.15,4.9351,1465725610.74,1.0,0.321942,0.690574,0.978368,1.7068,297000000.0,0.469395,1,MEM_INTENSIVE
2829.11,723.58,3.9897,1184927349.78,0.0,0.914556,0.456623,0.663218,3.9099,297000000.0,0.731383,0,CPU_INTENSIVE
2114.92,318.94,2.7973,830808796.86,0.0,0.55746,0.061461,0.265779,6.6312,297000000.0,0.359061,2,BALANCED
2105.78,592.97,3.7499,1113721837.65,1.0,0.552892,0.329074,0.583302,3.5512,297000000.0,0.463365,2,BALANCED
1482.02,1104.27,3.2002,950460237.19,1.0,0.24101,0.828393,0.400068,1.3421,297000000.0,0.475963,1,MEM_INTENSIVE
1818.35,1198.73,2.5424,755082723.16,1.0,0.409176,0.920633,0.180789,1.5169,297000000.0,0.613759,1,MEM_INTENSIVE
1707.53,317.89,2.2248,660754812.39,1.0,0.353765,0.060439,0.074921,5.3715,297000000.0,0.236434,2,BALANCED
1292.37,911.76,2.5893,769015686.84,0.0,0.146187,0.640387,0.196426,1.4175,297000000.0,0.343867,2,BALANCED
2411.17,288.59,2.6272,780271493.16,0.0,0.705585,0.031823,0.209059,8.3551,297000000.0,0.43608,0,CPU_INTENSIVE
2193.92,931.82,3.5481,1053798775.13,0.0,0.596962,0.65998,0.516048,2.3545,297000000.0,0.622169,1,MEM_INTENSIVE
1288.59,324.99,4.4485,1321204055.21,1.0,0.144297,0.067373,0.816166,3.965,297000000.0,0.113527,2,BALANCED
2123.12,257.45,3.0447,904285978.89,0.0,0.561562,0.001412,0.348245,8.2469,297000000.0,0.337502,2,BALANCED
2094.65,829.3,2.472,734195460.1,1.0,0.547326,0.559862,0.157346,2.5258,297000000.0,0.552341,2,BALANCED
2420.06,279.86,3.7858,1124397421.54,0.0,0.710029,0.023297,0.595283,8.6475,297000000.0,0.435336,0,CPU_INTENSIVE
1687.91,598.81,4.3968,1305861971.06,0.0,0.343957,0.334775,0.798947,2.8188,297000000.0,0.340284,2,BALANCED
1159.72,1241.13,2.3911,710159012.72,0.0,0.07986,0.962039,0.130369,0.9344,297000000.0,0.432732,1,MEM_INTENSIVE
1027.89,629.14,3.5455,1053025867.06,1.0,0.013943,0.364398,0.515181,1.6338,297000000.0,0.154125,2,BALANCED
2468.17,522.84,3.6235,1076181093.42,0.0,0.734087,0.260581,0.541168,4.7207,297000000.0,0.544685,0,CPU_INTENSIVE
2182.23,722.55,3.0083,893476114.56,1.0,0.591114,0.455613,0.336112,3.0202,297000000.0,0.536914,2,BALANCED
2826.04,862.14,3.8946,1156698177.88,0.0,0.913021,0.591931,0.631536,3.2779,297000000.0,0.784585,0,CPU_INTENSIVE
1745.42,303.77,2.507,744571540.86,0.0,0.372712,0.046655,0.168992,5.7458,297000000.0,0.242289,2,BALANCED
1483.41,301.51,3.638,1080498510.0,0.0,0.241705,0.044442,0.546014,4.92,297000000.0,0.1628,2,BALANCED
1842.75,1059.05,3.7986,1128179310.26,1.0,0.421373,0.784229,0.599528,1.74,297000000.0,0.566516,1,MEM_INTENSIVE
2523.82,750.17,3.5504,1054481250.26,0.0,0.76191,0.482588,0.516814,3.3643,297000000.0,0.650181,0,CPU_INTENSIVE
1218.44,869.79,2.8465,845404320.3,1.0,0.10922,0.599404,0.28216,1.4008,297000000.0,0.305293,2,BALANCED
1874.76,546.42,2.0045,595330228.1,0.0,0.437382,0.283613,0.001493,3.431,297000000.0,0.375874,2,BALANCED
1622.25,700.54,2.0352,604452450.44,0.0,0.311123,0.434123,0.011731,2.3157,297000000.0,0.360323,2,BALANCED
1940.81,733.21,4.1508,1232781238.35,0.0,0.470405,0.466021,0.716926,2.647,297000000.0,0.468651,2,BALANCED
1055.72,661.53,4.5702,1357335233.31,0.0,0.027862,0.396027,0.856717,1.5959,297000000.0,0.175128,2,BALANCED
2967.2,986.54,4.1727,1239304365.05,1.0,0.983601,0.713416,0.724247,3.0077,297000000.0,0.875527,0,CPU_INTENSIVE
1550.51,853.82,3.5672,1059451875.44,0.0,0.275255,0.58381,0.522393,1.816,297000000.0,0.398677,2,BALANCED
2987.32,467.77,3.2852,975703617.7,0.0,0.993658,0.206804,0.428399,6.3863,297000000.0,0.678916,0,CPU_INTENSIVE
2676.3,1092.81,3.8612,1146770714.63,0.0,0.838149,0.817193,0.620394,2.449,297000000.0,0.829767,0,CPU_INTENSIVE
1715.81,375.09,2.3977,712110878.17,0.0,0.357903,0.116295,0.13256,4.5744,297000000.0,0.26126,2,BALANCED
2609.9,719.71,3.8341,1138742415.79,0.0,0.80495,0.452846,0.611383,3.6263,297000000.0,0.664108,0,CPU_INTENSIVE
2429.66,412.82,3.5603,1057423015.96,1.0,0.714831,0.153142,0.520116,5.8856,297000000.0,0.490155,0,CPU_INTENSIVE
1937.18,696.83,3.8137,1132664866.77,0.0,0.468592,0.430494,0.604562,2.78,297000000.0,0.453353,2,BALANCED
2951.48,1177.92,2.8822,856023487.25,1.0,0.975741,0.900312,0.294078,2.5057,297000000.0,0.945569,0,CPU_INTENSIVE
1129.5,458.75,2.6663,791897701.68,0.0,0.064752,0.197994,0.222107,2.4622,297000000.0,0.118049,2,BALANCED
2849.68,492.0,4.2762,1270029410.68,0.0,0.924841,0.23047,0.758731,5.792,297000000.0,0.647093,0,CPU_INTENSIVE
